0.369628, 0.549316, -0.305176, -0.122070
0.374603, 0.549316, 0.061035, -0.427246
0.379578, 0.305176, 0.366211, -0.061035
0.384553, 0.610352, -0.061035, -0.305176
0.389528, 0.549316, -0.122070, -0.366211
0.394504, 0.488281, -0.061035, -0.305176
0.399479, 0.549316, 0.000000, -0.305176
0.404454, 0.610352, -0.061035, -0.244141
0.409429, 0.549316, -0.183105, -0.427246
0.414404, 0.610352, -0.183105, -0.427246
0.419379, 0.549316, -0.122070, -0.366211
0.424354, 0.488281, -0.061035, -0.366211
0.429329, 0.549316, -0.122070, -0.366211
0.434304, 0.549316, 0.000000, -0.305176
0.439279, 0.610352, -0.122070, -0.305176
0.444255, 0.549316, -0.183105, -0.366211
0.449230, 0.549316, -0.244141, -0.366211
0.454205, 0.549316, -0.122070, -0.366211
0.459180, 0.549316, -0.061035, -0.305176
0.464155, 0.488281, -0.183105, -0.305176
0.469130, 0.610352, -0.061035, -0.244141
0.474105, 0.488281, -0.183105, -0.305176
0.479080, 0.488281, -0.122070, -0.366211
0.484055, 0.549316, -0.122070, -0.305176
0.489030, 0.610352, -0.122070, -0.305176
0.494006, 0.549316, -0.122070, -0.366211
0.498981, 0.610352, -0.122070, -0.366211
0.503956, 0.427246, -0.122070, -0.305176
0.508931, 0.488281, -0.183105, -0.305176
0.513906, 0.610352, -0.122070, -0.366211
0.518881, 0.427246, -0.122070, -0.427246
0.523856, 0.488281, -0.244141, -0.366211
0.528831, 0.488281, -0.183105, -0.366211
0.533806, 0.549316, -0.122070, -0.305176
0.538781, 0.610352, -0.061035, -0.366211
0.543757, 0.549316, 0.000000, -0.366211
0.548732, 0.488281, -0.061035, -0.305176
0.553707, 0.427246, -0.122070, -0.244141
0.558682, 0.488281, -0.061035, -0.305176
0.563657, 0.488281, -0.061035, -0.305176
0.568632, 0.610352, -0.244141, -0.366211
0.573607, 0.549316, -0.244141, -0.366211
0.578582, 0.610352, -0.061035, -0.366211
0.583557, 0.488281, 0.000000, -0.305176
0.588532, 0.488281, -0.061035, -0.244141
0.593508, 0.488281, -0.061035, -0.305176
0.598483, 0.671387, -0.061035, -0.366211
0.603458, 0.488281, 0.000000, -0.366211
0.608433, 0.427246, -0.122070, -0.305176
0.613408, 0.549316, -0.122070, -0.305176
0.618383, 0.732422, -0.061035, -0.305176
0.623358, 0.732422, -0.244141, -0.305176
0.628333, 0.488281, -0.122070, -0.305176
0.633308, 0.488281, 0.061035, -0.244141
0.638283, 0.549316, -0.183105, -0.366211
0.643259, 0.549316, -0.305176, -0.366211
0.648234, 0.488281, -0.122070, -0.488281
0.653209, 0.549316, -0.122070, -0.366211
0.658184, 0.549316, -0.061035, -0.305176
0.663159, 0.549316, -0.122070, -0.305176
0.668134, 0.488281, -0.122070, -0.305176
0.673109, 0.610352, -0.183105, -0.366211
0.678084, 0.610352, -0.061035, -0.488281
0.683059, 0.488281, -0.122070, -0.427246
0.688034, 0.488281, -0.244141, -0.305176
0.693010, 0.549316, -0.122070, -0.366211
0.697985, 0.610352, -0.122070, -0.305176
0.702960, 0.549316, -0.122070, -0.366211
0.707935, 0.549316, -0.061035, -0.305176
0.712910, 0.488281, -0.061035, -0.305176
0.717885, 0.549316, -0.061035, -0.366211
0.722860, 0.549316, 0.122070, -0.427246
0.727835, 0.488281, -0.061035, -0.305176
0.732810, 0.488281, -0.183105, -0.427246
0.737785, 0.427246, 0.000000, -0.549316
0.742761, 0.610352, -0.122070, -0.305176
0.747736, 0.610352, -0.122070, -0.305176
0.752711, 0.549316, -0.122070, -0.305176
0.757686, 0.488281, -0.183105, -0.427246
0.762661, 0.427246, -0.183105, -0.427246
0.767636, 0.488281, -0.061035, -0.122070
0.772611, 0.488281, -0.061035, -0.305176
0.777586, 0.427246, -0.122070, -0.427246
0.782561, 0.610352, -0.183105, -0.244141
0.787536, 0.366211, 0.000000, -0.183105
0.792512, 0.488281, 0.061035, -0.244141
0.797487, 0.549316, -0.122070, -0.305176
0.802462, 0.549316, 0.000000, -0.305176
0.807437, 0.549316, -0.122070, -0.244141
0.812412, 0.610352, -0.122070, -0.244141
0.817387, 0.610352, -0.183105, -0.305176
0.822362, 0.610352, -0.244141, -0.305176
0.827337, 0.549316, -0.122070, -0.244141
0.832312, 0.610352, -0.183105, -0.366211
0.837287, 0.488281, -0.122070, -0.305176
0.842263, 0.488281, -0.244141, -0.366211
0.847238, 0.488281, 0.000000, -0.305176
0.852213, 0.488281, -0.061035, -0.244141
0.857188, 0.427246, -0.183105, -0.244141
0.862163, 0.549316, -0.122070, -0.244141
0.867138, 0.549316, 0.000000, -0.244141
0.872113, 0.549316, -0.122070, -0.244141
0.877088, 0.549316, -0.122070, -0.305176
0.882063, 0.610352, -0.122070, -0.366211
0.887038, 0.610352, -0.061035, -0.305176
0.892014, 0.549316, -0.122070, -0.366211
0.896989, 0.549316, -0.183105, -0.305176
0.901964, 0.549316, -0.244141, -0.305176
0.906939, 0.488281, 0.000000, -0.366211
0.911914, 0.549316, -0.122070, -0.366211
0.916889, 0.610352, -0.244141, -0.427246
0.921864, -0.122070, 0.000000, -0.122070
0.926839, -0.061035, 0.061035, 0.000000
0.931814, 0.061035, 0.000000, 0.000000
0.936789, 0.061035, -0.122070, -0.122070
0.941765, 0.000000, -0.122070, -0.061035
0.946740, -0.061035, 0.000000, 0.000000
0.951715, 0.000000, 0.000000, 0.000000
0.956690, 0.000000, 0.000000, -0.122070
0.961665, 0.000000, 0.000000, -0.061035
0.966640, -0.061035, 0.000000, -0.122070
0.971615, 0.000000, -0.061035, -0.061035
0.976590, 0.000000, 0.000000, 0.000000
0.981565, 0.000000, 0.000000, -0.061035
0.986540, 0.000000, 0.000000, -0.061035
0.991516, -0.061035, 0.000000, -0.061035
0.996491, 0.000000, -0.061035, 0.000000
1.001466, -0.061035, -0.061035, 0.000000
1.006441, 0.000000, 0.000000, 0.000000
1.011416, 0.000000, 0.000000, -0.122070
1.016391, 0.000000, -0.061035, -0.183105
1.021366, 0.000000, 0.000000, 0.000000
1.026341, 0.000000, 0.000000, 0.000000
1.031316, 0.000000, 0.000000, 0.000000
1.036291, 0.000000, 0.061035, -0.061035
1.041267, 0.000000, 0.061035, -0.061035
1.046242, 0.000000, 0.000000, -0.061035
1.051217, 0.000000, 0.061035, -0.122070
1.056192, 0.000000, 0.000000, -0.061035
1.061167, 0.000000, 0.000000, -0.061035
1.066142, -0.122070, 0.000000, -0.061035
1.071117, 0.000000, 0.000000, -0.061035
1.076092, 0.000000, 0.000000, -0.122070
1.081067, 0.061035, 0.000000, -0.122070
1.086042, 0.061035, 0.000000, 0.000000
1.091018, 0.000000, 0.000000, 0.000000
1.095993, -0.061035, 0.000000, 0.000000
1.100968, -0.061035, -0.061035, -0.061035
1.105943, 0.000000, 0.000000, 0.000000
1.110918, 0.000000, 0.000000, 0.000000
1.115893, 0.000000, 0.000000, -0.061035
1.120868, 0.000000, -0.061035, 0.000000
1.125843, 0.000000, -0.061035, 0.000000
1.130818, 0.000000, 0.000000, 0.000000
1.135793, 0.061035, -0.061035, 0.000000
1.140769, 0.061035, -0.061035, -0.061035
1.145744, 0.000000, -0.061035, -0.122070
1.150719, 0.000000, 0.000000, 0.000000
1.155694, 0.000000, 0.061035, 0.000000
1.160669, 0.000000, 0.061035, -0.061035
1.165644, 0.000000, 0.061035, 0.000000
1.170619, 0.122070, 0.000000, 0.000000
1.175594, 0.061035, 0.000000, 0.061035
1.180569, 0.061035, 0.061035, 0.000000
1.185544, -0.061035, 0.061035, -0.061035
