0.369628, 0.106079, 0.027832, 1.052612
0.374603, 0.104370, 0.028320, 1.052612
0.379578, 0.104736, 0.024658, 1.046387
0.384553, 0.103271, 0.028198, 1.050049
0.389528, 0.103027, 0.027222, 1.053345
0.394504, 0.101196, 0.026367, 1.050537
0.399479, 0.105103, 0.025024, 1.045288
0.404454, 0.106812, 0.026611, 1.049072
0.409429, 0.104492, 0.024536, 1.046265
0.414404, 0.108765, 0.026367, 1.049194
0.419379, 0.105591, 0.027344, 1.049927
0.424354, 0.102295, 0.028809, 1.048706
0.429329, 0.105591, 0.027588, 1.050903
0.434304, 0.103760, 0.025391, 1.047241
0.439279, 0.103027, 0.026123, 1.048950
0.444255, 0.108154, 0.026123, 1.053833
0.449230, 0.105957, 0.027344, 1.051758
0.454205, 0.102417, 0.026001, 1.048340
0.459180, 0.107788, 0.027466, 1.051636
0.464155, 0.106567, 0.027466, 1.053467
0.469130, 0.105713, 0.026733, 1.050903
0.474105, 0.106323, 0.024170, 1.049438
0.479080, 0.103027, 0.022705, 1.052490
0.484055, 0.104370, 0.026611, 1.051025
0.489030, 0.108032, 0.022827, 1.048950
0.494006, 0.105835, 0.025635, 1.049683
0.498981, 0.104980, 0.025635, 1.049683
0.503956, 0.103271, 0.023682, 1.049927
0.508931, 0.103638, 0.027344, 1.048950
0.513906, 0.103271, 0.026001, 1.052368
0.518881, 0.099854, 0.022949, 1.051147
0.523856, 0.103638, 0.025146, 1.046509
0.528831, 0.107300, 0.024902, 1.052979
0.533806, 0.104492, 0.025879, 1.053833
0.538781, 0.106323, 0.024292, 1.050415
0.543757, 0.106567, 0.025391, 1.049561
0.548732, 0.104248, 0.027466, 1.046997
0.553707, 0.103760, 0.026611, 1.049438
0.558682, 0.103760, 0.025269, 1.049438
0.563657, 0.106323, 0.024658, 1.050415
0.568632, 0.104858, 0.025146, 1.050537
0.573607, 0.105713, 0.025146, 1.047729
0.578582, 0.105103, 0.024902, 1.048950
0.583557, 0.106445, 0.026245, 1.049927
0.588532, 0.106079, 0.026245, 1.050415
0.593508, 0.107300, 0.024658, 1.051147
0.598483, 0.106812, 0.028442, 1.048340
0.603458, 0.105225, 0.028076, 1.049561
0.608433, 0.104736, 0.026001, 1.050415
0.613408, 0.106567, 0.028076, 1.049927
0.618383, 0.106079, 0.027222, 1.048950
0.623358, 0.105347, 0.028687, 1.051270
0.628333, 0.104370, 0.027466, 1.050049
0.633308, 0.105835, 0.025635, 1.052368
0.638283, 0.108765, 0.025146, 1.051392
0.643259, 0.104492, 0.028320, 1.049194
0.648234, 0.102295, 0.027466, 1.050659
0.653209, 0.108154, 0.027588, 1.052002
0.658184, 0.106567, 0.024536, 1.049683
0.663159, 0.104736, 0.026367, 1.048218
0.668134, 0.107910, 0.026978, 1.048828
0.673109, 0.107666, 0.023926, 1.053833
0.678084, 0.106323, 0.026001, 1.050293
